rsi,bb_up,bb_down,ma100,ma50,VA,VN
1580970112.79161048,0.97424161,0.97344839,0.97356597,0.97375825,2,1
1580970417.08555555,0.97430474,0.97344226,0.97357991,0.97377832,1,2
1580970717.08555555,0.97435859,0.97344441,0.97359358,0.9737976,2,2
1580971017.99136662,0.97440843,0.97345257,0.97360737,0.97381691,2,1
1580971317.99136662,0.97444501,0.97348199,0.97362088,0.97383546,1,2
1580971610.87051439,0.97447236,0.97350564,0.97363314,0.97385132,2,1
1580971914.10699511,0.97449887,0.97353913,0.97364615,0.97386853,1,1
1580972218.57743454,0.97453117,0.97357483,0.97366048,0.97388819,1,2
1580972804.3089602,0.97455201,0.97365799,0.97368438,0.97391754,0,1
1580973111.33892417,0.97456301,0.97370899,0.97369776,0.97393489,1,2
1580973403.09620023,0.97455746,0.97376754,0.97370949,0.97394881,2,1
1580973709.2489531,0.97456003,0.97382297,0.97372276,0.97396572,1,2
1580974299.80541611,0.97447787,0.97401013,0.97374501,0.97399066,0,1
1580974605.31661606,0.97446562,0.97406138,0.97375719,0.97400514,1,2
1580974895.07948804,0.97442894,0.97412706,0.97376714,0.97401514,2,2
1580975189.14407086,0.97439009,0.97418291,0.97377552,0.97402199,2,1
1580975499.86010003,0.97439261,0.97418339,0.9737863,0.97403368,1,2
1580975785.74572921,0.97440717,0.97415183,0.97379291,0.97403706,2,2
1580976075.12776017,0.97447708,0.97405292,0.97379463,0.97403091,2,1
1580976389.43895888,0.9744804,0.9740326,0.97380068,0.97403362,1,1
1580977000.57169366,0.97449053,0.97403347,0.97382163,0.9740568,0,1
1580977304.77088308,0.9745107,0.9740283,0.97383388,0.97407182,1,1
1580977608.61953497,0.97455234,0.97401666,0.97384786,0.97409018,1,1
1580977910.11547446,0.97459625,0.97400175,0.97386236,0.97410939,1,2
1580978209.33849049,0.9746278,0.9739902,0.97387637,0.97412746,2,2
1580978491.68586779,0.97462815,0.97399085,0.97388456,0.97413383,2,2
1580978780.87750459,0.9746399,0.9739551,0.97388724,0.97412937,2,2
1580979075.01865959,0.97466942,0.97387158,0.97388591,0.97411723,2,2
1580979374.74391294,0.97469279,0.97380021,0.97388441,0.97410519,2,2
1580979669.63503456,0.97472829,0.97368771,0.97387897,0.97408577,2,2
1580979965.09898043,0.97479353,0.97353147,0.97386909,0.97405809,2,1
1580980273.07872367,0.97481198,0.97343502,0.97386198,0.9740366,1,2
1580980571.17593741,0.97481887,0.97333513,0.97385343,0.97401281,2,1
1580980873.13228869,0.9748202,0.9732538,0.97384564,0.97399113,1,2
1580981168.87263799,0.97483593,0.97314807,0.97383463,0.97396363,2,1
1580981473.63844514,0.97481657,0.97307143,0.97382524,0.97393996,1,2
1580981773.33932686,0.97481094,0.97300006,0.97381582,0.97391683,2,1
1580982074.90823078,0.97481511,0.97294489,0.973807,0.97389538,1,1
1580982381.88970613,0.97479454,0.97290146,0.97380013,0.97387831,1,2
1580982680.9561348,0.97473883,0.97286817,0.97379299,0.97386112,2,1
1580982997.17905188,0.97467413,0.97286787,0.97379095,0.97385441,1,1
1580983304.88003254,0.97459308,0.97289092,0.97379232,0.97385463,1,2
1580983602.95494318,0.97447688,0.97293612,0.97379307,0.97385366,2,1
1580983917.23622489,0.97440268,0.97298032,0.97380271,0.97387038,1,2
1580984200.90231347,0.97426128,0.97305972,0.97380563,0.9738735,2,2
1580984499.22280836,0.97418251,0.97310049,0.97380769,0.97387494,2,1
1580985104.76036072,0.97423504,0.97307996,0.97381837,0.9738907,0,1
1580985413.47320604,0.97434441,0.97302859,0.97382969,0.97391028,1,2
1580985711.30387473,0.97444061,0.97300639,0.97383999,0.97392753,2,1
1580986016.39494395,0.97456779,0.97299721,0.97385425,0.97395233,1,1
1580986317.91789746,0.97469461,0.97298239,0.97386961,0.97397891,1,2
1580986606.31504774,0.97475828,0.97301772,0.97388051,0.9739962,2,1
1580986913.28804517,0.97486288,0.97303612,0.97389654,0.97402341,1,1
1580987214.2068367,0.97494257,0.97310043,0.97391305,0.97405112,1,2
1580987511.37247992,0.97499863,0.97317637,0.97392823,0.97407578,2,2
1580987796.94465113,0.97499216,0.97328584,0.97393718,0.97408771,2,2
1580988079.92372775,0.97495511,0.97336489,0.97393426,0.97407604,2,2
1580988372.15668678,0.97497164,0.97333636,0.9739225,0.97404717,2,1
1580988672.5429287,0.97498363,0.97331537,0.97391116,0.97401983,1,1
1580988993.3670857,0.97497598,0.97335702,0.97391351,0.97402023,1,2
1580989288.8283217,0.97497719,0.97335181,0.97391166,0.97401238,2,1
1580989595.09145212,0.9749763,0.9733777,0.97391499,0.97401503,1,2
1580989894.34950852,0.97496516,0.97336584,0.97391767,0.9740164,2,1
1580990198.78190613,0.97497336,0.97338564,0.97392385,0.97402478,1,1
1580990504.89164615,0.9750057,0.9734133,0.97393546,0.97404381,1,2
1580990802.05511236,0.97502543,0.97342757,0.97394505,0.97405856,2,2
1580991097.10728717,0.97503168,0.97343932,0.97395129,0.97406646,2,2
1580991389.01478434,0.97501553,0.97341247,0.97395146,0.97406228,2,1
1580991691.70426726,0.97500102,0.97339698,0.97395341,0.9740618,1,2
1580991989.47972488,0.97495955,0.97337945,0.97395374,0.9740582,2,1
1580992294.06416512,0.97490493,0.97338207,0.97395684,0.97406023,1,2
1580992591.19415474,0.97487578,0.97337122,0.97395809,0.97405866,2,2
1580992885.53863692,0.97479575,0.97336525,0.97395555,0.97404969,2,1
1580993189.04785419,0.97469253,0.97338747,0.97395485,0.9740446,1,1
1580993495.2643671,0.97459437,0.97342663,0.97395752,0.97404638,1,2
1580993786.3807056,0.97454626,0.97341774,0.9739546,0.97403711,2,2
1580994086.08766627,0.97454609,0.97341891,0.97395154,0.97402782,2,2
1580994380.91843605,0.97450696,0.97348604,0.97394498,0.97401182,2,1
1580994692.07828069,0.9744433,0.9736047,0.97394409,0.97400744,1,2
1580994986.35774589,0.97444903,0.97356697,0.97393945,0.97399577,2,2
1580995284.36702061,0.97446181,0.97353619,0.97393352,0.97398182,2,1
1580995590.43576884,0.97445437,0.97351463,0.97393068,0.9739743,1,1
1580995894.23420525,0.97444709,0.97350591,0.97392987,0.97397099,1,1
1580996510.00021076,0.97448277,0.97348923,0.97395086,0.97400899,0,1
1580996811.56633711,0.97451195,0.97347205,0.97396252,0.97402981,1,2
1580997405.58272648,0.97459139,0.97345361,0.97398026,0.97405942,0,1
1580997707.45519948,0.97464497,0.97344203,0.97398996,0.97407552,1,1
1580998010.79336452,0.97471784,0.97343016,0.97400165,0.97409531,1,2
1580998302.58395362,0.97475227,0.97342773,0.97401013,0.97410843,2,1
1580998606.39686465,0.9748055,0.9734265,0.97402062,0.97412536,1,2
1580998904.68277097,0.97484676,0.97345324,0.97403031,0.97414044,2,2
1580999197.51590538,0.97486824,0.97347776,0.97403724,0.97414983,2,2
1580999489.59399986,0.97487335,0.97348465,0.97404066,0.97415219,2,1
1580999796.96595502,0.97488453,0.97352947,0.97404718,0.97416074,1,1
1581000097.84540963,0.97489158,0.97358142,0.97405397,0.97416973,1,2
1581000389.67807674,0.97485775,0.97367525,0.97405726,0.9741717,2,1
1581000697.99094653,0.97486051,0.97372249,0.97406404,0.97418065,1,2
1581000994.15346098,0.97482458,0.97381942,0.97406911,0.97418612,2,2
1581001279.07748961,0.97477751,0.97389149,0.97406556,0.9741745,2,2
1581001572.74721813,0.97481705,0.97383395,0.97405654,0.97415237,2,1
1581001878.45067048,0.97484129,0.97379371,0.97405008,0.9741358,1,2
1581002178.19406962,0.97486034,0.97370066,0.97404354,0.9741195,2,1
1581002480.32819557,0.97485996,0.97363004,0.97403793,0.9741054,1,1
1581002797.65836334,0.97482694,0.97362606,0.97404054,0.97410793,1,2
1581003093.92945981,0.97480626,0.97361174,0.97404112,0.97410644,2,1
1581003404.19811988,0.9748051,0.9736119,0.97404823,0.97411796,1,2
1581003695.85896969,0.97477801,0.97360899,0.97405064,0.97412,2,1
1581003999.19823813,0.9747374,0.9736196,0.97405518,0.97412627,1,2
1581004290.60258055,0.97470851,0.97360749,0.97405449,0.9741221,2,2
1581004584.11540699,0.97466468,0.97357532,0.97404905,0.97410869,2,1
1581004893.64413428,0.97461261,0.97358339,0.97404947,0.97410717,1,1
1581005205.33792973,0.97464671,0.97356729,0.97405958,0.97412493,1,1
1581005507.10817933,0.97471738,0.97354062,0.97407127,0.97414552,1,1
1581005809.66302538,0.97479577,0.97350323,0.9740853,0.9741704,1,2
1581006109.27185154,0.97486251,0.97347449,0.97409886,0.97419392,2,1
1581006409.73118758,0.97494207,0.97345193,0.97411255,0.97421729,1,2
1581006705.1794529,0.97498264,0.97344036,0.97412398,0.97423583,2,1
1581007007.72295666,0.97504371,0.97342529,0.97413697,0.97425717,1,2
1581007285.36414456,0.97504172,0.97345028,0.97413664,0.97425179,2,2
1581007578.71933198,0.97502472,0.97348628,0.97412997,0.97423407,2,1
1581007882.86265731,0.97501241,0.97351759,0.97412581,0.97422176,1,1
1581008189.93948436,0.97499351,0.97357849,0.97412609,0.97421855,1,1
1581008507.01522255,0.97505966,0.97362834,0.97414181,0.97424606,1,2
1581008801.27480459,0.97509759,0.97364341,0.97415287,0.97426386,2,1
1581009107.8434968,0.9751985,0.9736445,0.97417142,0.97429626,1,1
1581009411.32168913,0.97533982,0.97359618,0.97419437,0.9743368,1,2
1581009706.79137373,0.97542952,0.97360648,0.97421369,0.97436947,2,2
1581010000.14948297,0.97547074,0.97362926,0.97422767,0.97439106,2,1
1581010306.41166139,0.97555039,0.97367461,0.97424831,0.97442553,1,2
1581010605.28638506,0.97557733,0.97379267,0.97426775,0.97445708,2,2
1581010899.64315534,0.97559044,0.97387556,0.97428285,0.97447954,2,1
1581011201.19510531,0.97562789,0.97389211,0.97429903,0.97450388,1,1
1581011507.19657707,0.97570514,0.97388886,0.97432063,0.97453863,1,2
1581011804.87874174,0.97576019,0.97388781,0.97434042,0.97456927,2,2
1581012089.1698873,0.97575882,0.97388518,0.97434813,0.97457557,2,2
1581012384.57793713,0.97575477,0.97386023,0.97435114,0.97457261,2,1
1581012698.92313433,0.97578637,0.97387363,0.97436676,0.97459486,1,2
1581012995.43111038,0.97579825,0.97388175,0.97437891,0.97460996,2,1
1581013302.00235248,0.97582134,0.97397966,0.97439774,0.9746382,1,2
1581013599.35435104,0.97574994,0.97419306,0.97441402,0.97466101,2,2
1581014191.01303887,0.97552919,0.97457581,0.97443073,0.97467478,0,1
1581014494.02296472,0.97552928,0.97457972,0.97444121,0.97468596,1,1
1581014798.39462662,0.9755235,0.9746295,0.97445504,0.97470377,1,1
1581015100.98166227,0.97553786,0.97463114,0.97447078,0.97472519,1,2
1581015400.98166227,0.97552648,0.97463452,0.97448621,0.97474577,2,2
1581015693.26470828,0.97551751,0.97462749,0.97449659,0.97475613,2,1
1581015996.29323912,0.97552166,0.97464234,0.97450873,0.97477001,1,2
1581016593.90539098,0.97548662,0.97463638,0.97452976,0.97479115,0,1
1581016897.66378164,0.9754932,0.9746408,0.97454184,0.97480483,1,2
1581017189.91325021,0.97548841,0.97462959,0.97454973,0.97481013,2,2
1581017489.91325021,0.97544059,0.97463241,0.97455746,0.97481522,2,1
1581017795.25891471,0.97540645,0.97464055,0.97456741,0.97482482,1,1
1581018102.87923574,0.97542121,0.97467879,0.97458112,0.97484189,1,2
1581018397.68582249,0.9753565,0.9748085,0.97459239,0.97485397,2,2
1581018690.54750443,0.97535065,0.97479835,0.97460006,0.97485891,2,1
1581018992.80007887,0.97535058,0.97480342,0.97460858,0.97486562,1,1
1581019297.63587999,0.97531745,0.97481755,0.9746191,0.97487638,1,1
1581019598.07945371,0.97530718,0.97482082,0.97462961,0.97488711,1,1
1581019905.87579608,0.97533767,0.97484033,0.97464368,0.97490487,1,1
1581020206.99189043,0.97536534,0.97486566,0.97465806,0.97492311,1,2
1581020504.98342443,0.97539183,0.97487717,0.97467157,0.97493946,2,2
1581020792.74421263,0.97539132,0.97487668,0.97468064,0.97494693,2,2
1581021092.74421263,0.97537976,0.97487624,0.97468954,0.97495411,2,2
1581021384.43065214,0.97536886,0.97485814,0.9746949,0.97495434,2,2
1581021680.70240545,0.97537987,0.97483313,0.97469836,0.97495103,2,1
1581021987.24443316,0.97537925,0.97481975,0.97470374,0.97495178,1,1
1581022287.24443316,0.97538021,0.97481079,0.97470902,0.97495249,1,1
1581022599.4751513,0.97538829,0.97481671,0.97471834,0.97496141,1,1
1581022905.67015815,0.97541238,0.97481062,0.97473026,0.97497548,1,1
1581023206.91408277,0.97543915,0.97482485,0.97474253,0.97499016,1,1
1581023509.43780136,0.97547207,0.97483893,0.97475575,0.97500663,1,2
1581023809.43780136,0.97550485,0.97484115,0.9747687,0.97502245,2,2
1581024100.51427412,0.97550939,0.97484061,0.97477922,0.97503333,2,2
1581024397.52813649,0.97551668,0.97484432,0.97478874,0.97504222,2,1
1581024702.4659884,0.9755283,0.9748687,0.97479966,0.9750539,1,1
1581025006.90070748,0.97555174,0.97488426,0.97481194,0.97506825,1,2
1581025300.91831565,0.97556497,0.97489203,0.9748226,0.9750793,2,1
1581025609.38413477,0.97560221,0.97489079,0.97483621,0.97509619,1,1
1581025909.85589838,0.97562889,0.97488211,0.97484975,0.97511281,1,2
1581026205.16681719,0.97564247,0.97487853,0.97486203,0.97512682,2,2
1581026488.69719338,0.97563579,0.97487521,0.97486952,0.97513126,2,2
1581026776.65510917,0.9756453,0.9748487,0.97487131,0.97512454,2,2
1581027070.6068697,0.97567951,0.97477649,0.97486891,0.97510986,2,1
1581027370.6068697,0.97570202,0.97473298,0.97486655,0.97509574,1,2
1581027668.17788696,0.97572885,0.97468515,0.97486246,0.97507866,2,2
1581027967.12244487,0.97576289,0.97461611,0.97485766,0.97506067,2,1
1581028269.85343957,0.97578696,0.97456004,0.97485355,0.97504456,1,1
1581028578.56972265,0.97579258,0.97451142,0.9748515,0.97503301,1,2
1581028874.5319047,0.97578978,0.97444722,0.97484751,0.97501799,2,1
1581029184.66730285,0.97576791,0.97441209,0.97484617,0.97500866,1,1
1581029484.66730285,0.97573254,0.97438446,0.97484486,0.97499969,1,1
1581029795.08853436,0.97569072,0.97437828,0.97484655,0.97499696,1,2
1581030689.85102749,0.97559099,0.97433901,0.97484597,0.97497885,0,1
1581030989.85102749,0.97552779,0.97434421,0.97484586,0.9749734,1,2
1581031289.0224514,0.97547168,0.97434832,0.97484554,0.97496778,2,2
1581031581.41583848,0.97536484,0.97437716,0.97484325,0.97495845,2,1
1581031891.41138291,0.97523047,0.97444253,0.97484299,0.97495342,1,2
1581032184.81171751,0.97506736,0.97453264,0.97484095,0.97494505,2,2
1581032478.76296139,0.97495515,0.97458485,0.97483697,0.97493308,2,2
1581032777.10691047,0.97492844,0.97457656,0.97483248,0.97492041,2,2
1581033074.39221859,0.97493795,0.97454805,0.97482708,0.97490628,2,1
1581033381.32963681,0.97493862,0.97453438,0.97482298,0.97489505,1,1
1581033682.47927928,0.97493979,0.97453021,0.97481916,0.97488466,1,2
1581033974.84146166,0.97495153,0.97450747,0.97481304,0.97486997,2,1
1581034281.78757715,0.97495585,0.97449515,0.97480823,0.9748582,1,1
1581034588.10345435,0.97495321,0.97448579,0.9748047,0.97484925,1,2
1581034878.30765057,0.97496563,0.97445637,0.97479827,0.97483477,2,2
1581035178.30765057,0.9749674,0.9744246,0.97479197,0.97482086,2,2
1581035478.30765057,0.97496504,0.97439696,0.97478579,0.97480749,2,1
1581036077.87367392,0.97491872,0.97435528,0.97477223,0.97477925,0,2
1581036380.79928875,0.97489296,0.97434404,0.97476625,0.97476712,2,1
1581036690.17579293,0.97486011,0.97434689,0.97476177,0.97475822,1,1
1581036991.42927289,0.97482223,0.97435577,0.97475757,0.97475005,1,2
1581037281.58278608,0.9747826,0.9743574,0.97475148,0.97473828,2,1
1581037603.39483547,0.97477359,0.97436141,0.97475007,0.974736,1,2
1581037903.39483547,0.97473607,0.97438393,0.97474868,0.9747338,2,2
1581038794.81941462,0.97469801,0.97439799,0.97473906,0.9747168,0,1
1581039094.81941462,0.97470056,0.97439844,0.9747361,0.97471183,1,2
1581039382.97764421,0.97469321,0.97439079,0.97473083,0.97470235,2,1
1581039695.6518178,0.97468751,0.97439249,0.97472805,0.97469794,1,1
1581039995.6518178,0.97469238,0.97439562,0.97472531,0.97469371,1,2
1581040294.54460955,0.97469329,0.97439571,0.97472243,0.97468925,2,2
1581040894.54460955,0.97468956,0.97440444,0.97471685,0.97468085,0,1
1581041222.03318501,0.9748093,0.9743357,0.97472226,0.97469297,1,2
1581041518.61906838,0.97488302,0.97430998,0.97472697,0.97470344,2,2
1581041803.10361981,0.97490389,0.97432611,0.97472841,0.97470723,2,2
1581042095.56484485,0.97490828,0.97434672,0.97472785,0.97470695,2,1
1581042401.64290977,0.9749246,0.9743634,0.97472928,0.97471059,1,2
1581042699.30078673,0.97493696,0.97437404,0.97473008,0.97471292,2,2
1581042995.3859849,0.97494245,0.97438555,0.97472988,0.9747132,2,2
1581043286.5710566,0.9749342,0.9744078,0.97472711,0.97470837,2,2
1581043574.39014506,0.97495731,0.97434869,0.97471905,0.97469314,2,2
1581043869.77987647,0.97499698,0.97425802,0.97470818,0.97467262,2,1
1581044172.22962332,0.97502223,0.97419477,0.97469812,0.97465409,1,2
1581044469.68618941,0.97505092,0.97412008,0.97468667,0.97463315,2,1
1581044778.04296994,0.9750589,0.9740751,0.97467743,0.97461694,1,2
1581045071.44587564,0.97508342,0.97399458,0.97466461,0.97459393,2,2
1581045670.79259801,0.97511532,0.97385968,0.97463913,0.9745494,0,1
1581045976.53138351,0.97511281,0.97381019,0.97462786,0.9745306,1,2
1581046275.60238266,0.97510765,0.97376235,0.97461642,0.97451176,2,2
1581046573.69441557,0.97510014,0.97371286,0.97460441,0.97449208,2,1
1581046892.81524992,0.9750819,0.9736961,0.974597,0.9744818,1,1
1581047195.51259065,0.97498981,0.97371619,0.97459052,0.9744735,1,1
1581047502.30958176,0.97489725,0.97375075,0.97458636,0.97446983,1,2
1581047795.64574146,0.97482853,0.97376847,0.97458049,0.97446278,2,2
1581048088.63222384,0.97477129,0.97377371,0.97457256,0.97445169,2,1
1581048396.54180789,0.9746843,0.9738107,0.97456716,0.97444574,1,2
1581048694.51232028,0.97458828,0.97385672,0.97456127,0.97443885,2,2
1581048992.40874648,0.97448495,0.97391205,0.97455491,0.97443105,2,2
1581049291.66438198,0.97440477,0.97395623,0.97454848,0.97442317,2,1
1581049596.58563352,0.9743999,0.9739581,0.97454336,0.97441794,1,2
1581050196.58563352,0.97442011,0.97395889,0.97453343,0.97440811,0,2
1581050482.75053596,0.97442004,0.97395996,0.97452544,0.9743972,2,1
1581050789.77259564,0.97441869,0.97395931,0.97451899,0.97438947,1,2
1581051082.65099835,0.97441439,0.97397061,0.9745107,0.97437811,2,1
1581051384.72600079,0.97440782,0.97398718,0.97450296,0.97436799,1,2
1581051678.77203584,0.97440541,0.97399159,0.97449359,0.97435474,2,2
1581051976.9647944,0.97441258,0.97397742,0.97448382,0.97434083,2,1
1581052281.81295729,0.97441345,0.97397555,0.97447503,0.97432903,1,2
1581052580.33480358,0.9744123,0.9739777,0.97446602,0.97431691,2,1
1581052888.82710314,0.97440932,0.97396668,0.97445857,0.97430801,1,2
1581053184.48733163,0.97440342,0.97394958,0.97445029,0.9742975,2,1
1581053491.36630774,0.97437129,0.97395371,0.97444335,0.97428976,1,2
1581053790.3615222,0.97435497,0.97395003,0.97443635,0.97428192,2,2
1581054082.16446424,0.97435603,0.97393097,0.97442771,0.97427087,2,1
1581054695.12630653,0.97431727,0.97393673,0.97441565,0.97425927,0,1
1581055002.47129035,0.97431128,0.97393872,0.97441138,0.97425694,1,1
1581055309.71667075,0.9743249,0.9739321,0.97440917,0.97425863,1,1
1581055614.86355448,0.97435014,0.97391686,0.97440879,0.97426378,1,2
1581055905.61363029,0.97435418,0.97391482,0.97440683,0.97426559,2,2
1581056190.95975447,0.97433486,0.97391914,0.97440155,0.97426067,2,2
1581056488.84241939,0.97433398,0.97391802,0.97439578,0.97425476,2,1
1581056791.5051837,0.97432834,0.97391766,0.97439071,0.97425026,1,1
1581057096.64850569,0.97433571,0.97392029,0.97438694,0.97424829,1,2
1581057389.17876625,0.97433533,0.97391967,0.97438145,0.97424287,2,1
1581057703.53252196,0.97435869,0.97392431,0.97438004,0.9742455,1,2
1581058001.82912493,0.97437219,0.97393981,0.97437825,0.97424724,2,1
1581058317.02472973,0.97448146,0.97389054,0.97438344,0.97426265,1,2
1581058597.27824664,0.97449165,0.97391035,0.97438218,0.9742649,2,1
1581058901.3342793,0.97451836,0.97391664,0.97438293,0.97427098,1,1
1581059205.47322869,0.97456035,0.97392365,0.97438584,0.97428114,1,2
1581059499.42448449,0.97457835,0.97393765,0.97438652,0.97428658,2,2
1581059794.35693169,0.9745813,0.9739577,0.9743852,0.97428789,2,1
1581060098.98699713,0.97458283,0.97399817,0.97438589,0.97429307,1,2
1581060392.8378005,0.97458117,0.97401783,0.97438419,0.97429334,2,1
1581060697.24905896,0.97458467,0.97404133,0.9743843,0.97429713,1,2
1581060994.52629042,0.97458683,0.97405317,0.97438343,0.97429882,2,2
1581061294.52629042,0.9745888,0.9740552,0.97438257,0.97430043,2,1
1581061598.09144759,0.97458985,0.97405515,0.97438291,0.97430434,1,1
1581061899.87984419,0.97459981,0.97405719,0.97438385,0.97430926,1,1
1581062202.88309669,0.97460996,0.97408104,0.97438575,0.97431596,1,2
1581062498.69465709,0.97460492,0.97411808,0.97438663,0.97432043,2,2
1581062791.80829453,0.97459316,0.97414984,0.9743857,0.9743212,2,1
1581063095.61570263,0.97458826,0.97417374,0.97438579,0.9743239,1,1
1581063398.59667611,0.97456351,0.97423049,0.97438666,0.97432806,1,1
1581063707.9632895,0.97458989,0.97423111,0.97439049,0.97433794,1,1
1581064016.80082607,0.97467125,0.97419975,0.9743984,0.97435567,1,1
1581064322.89949274,0.97478845,0.97411955,0.97441051,0.97438133,1,2
1581064614.78350997,0.97486608,0.97410092,0.9744204,0.97440206,2,2
1581064908.10675097,0.97491168,0.97409532,0.97442832,0.97441845,2,1
1581065215.49967337,0.97499957,0.97405843,0.97444043,0.97444282,1,1
1581065518.21544266,0.97510216,0.97402784,0.97445428,0.97447016,1,1
1581065819.52718782,0.97519764,0.97401936,0.97446885,0.97449839,1,2
1581066117.01972914,0.97527426,0.97401674,0.97448254,0.97452434,2,2
1581066398.64959168,0.97529139,0.97405861,0.97449061,0.97453868,2,1
1581066709.22180629,0.97535361,0.97407539,0.97450426,0.97456383,1,1
1581067016.04720831,0.97546013,0.97407987,0.97452298,0.97459858,1,2
1581067316.04720831,0.97554624,0.97410476,0.97454134,0.97463197,2,2
1581067614.74556589,0.97561573,0.97413827,0.97455894,0.97466326,2,2
1581068195.03664637,0.97562356,0.97424944,0.97457819,0.974693,0,2
1581068487.73260975,0.97560634,0.97431066,0.97458397,0.97469994,2,1
1581068794.3888824,0.97557501,0.97440999,0.97459261,0.97471249,1,1
1581069103.97656608,0.97556316,0.97451184,0.97460642,0.97473514,1,2
1581069399.92370343,0.97552528,0.97462672,0.97461817,0.97475337,2,1
1581069710.63356209,0.97556584,0.97468616,0.97463722,0.97478579,1,2
1581070005.74749327,0.9755958,0.9747242,0.97465371,0.97481262,2,1
1581070312.58065271,0.97569929,0.97469571,0.97467561,0.97484977,1,2
1581070600.45327258,0.97571957,0.97472943,0.97469095,0.97487331,2,2
1581070895.79945421,0.97570882,0.97478918,0.97470321,0.97489043,2,2
1581071190.00866175,0.97570683,0.97479917,0.97471146,0.97489944,2,1
1581071490.71409225,0.97570683,0.97479917,0.97471995,0.97490887,1,1
1581071798.98494554,0.97571964,0.97480636,0.97473321,0.97492774,1,1
1581072102.99470592,0.97574979,0.97481321,0.97474899,0.97495136,1,1
1581072410.63666296,0.97582352,0.97483548,0.97477079,0.9749866,1,2
1581072693.46122122,0.9758258,0.9748472,0.97478167,0.97499967,2,2
1581072990.17694378,0.97581386,0.97483314,0.97478976,0.97500714,2,1
1581073304.64874911,0.97587833,0.97480667,0.97481035,0.97503941,1,2
1581073597.78513384,0.97589202,0.97480598,0.9748252,0.97505982,2,1
1581073907.57531095,0.97602535,0.97478065,0.97485104,0.97510179,1,1
1581074211.51423502,0.97621345,0.97472955,0.97488211,0.97515348,1,2
1581074504.19155836,0.97627543,0.97479357,0.97490682,0.97519178,2,2
1581074801.29852319,0.97631301,0.97485499,0.97492866,0.97522387,2,2
1581075097.22165465,0.97633555,0.97488745,0.97494671,0.97524803,2,2
1581075392.43265867,0.976332,0.974934,0.97496024,0.97526301,2,1
1581075695.47361779,0.97634267,0.97494133,0.97497608,0.9752825,1,2
1581075991.58798027,0.97634507,0.97495193,0.97498843,0.97529495,2,1
1581076293.46554852,0.97633879,0.97494921,0.97500193,0.97530966,1,1
1581076595.69060445,0.97634933,0.97496867,0.97501674,0.97532692,1,1
1581076897.69747162,0.97635887,0.97501013,0.97503265,0.97534626,1,2
1581077195.29998183,0.97633885,0.97509315,0.97504685,0.97536209,2,2
1581077493.86863494,0.97630872,0.97518028,0.97505998,0.97537574,2,2
1581077790.57896352,0.97629985,0.97521215,0.97507107,0.97538532,2,2
1581078078.17844105,0.97633069,0.97514631,0.97507323,0.97537726,2,1
1581078388.39744401,0.9763212,0.9751158,0.97508069,0.97538012,1,1
1581078699.82734823,0.97632132,0.97516868,0.97509592,0.97539854,1,2
1581078992.77721429,0.97628805,0.97524295,0.97510591,0.97540644,2,1
1581079294.73688364,0.97628075,0.97523425,0.97511708,0.97541678,1,1
1581079599.14917803,0.97628706,0.97525494,0.97513119,0.97543298,1,1
1581079901.55489874,0.97625501,0.97526599,0.97514681,0.97545208,1,1
1581080203.71568036,0.97614847,0.97533053,0.97516371,0.97547357,1,2
1581080492.87014222,0.97608535,0.97534965,0.97517413,0.97548206,2,1
1581080796.32653403,0.97605214,0.97536186,0.97518652,0.97549453,1,1
1581081098.82512498,0.97605765,0.97536035,0.97520026,0.97550964,1,2
1581081394.37024236,0.97606286,0.97536814,0.97521134,0.97551946,2,1
1581081703.09514832,0.97610439,0.97535461,0.97522775,0.97553987,1,1
1581082010.44296575,0.97622369,0.97531031,0.97524997,0.97557164,1,2
1581082310.44296575,0.97632065,0.97528135,0.97527175,0.97560217,2,1
1581082611.39930892,0.97641162,0.97525438,0.9752939,0.97563306,1,1
1581082917.19935727,0.97655654,0.97519346,0.97532095,0.97567333,1,2
1581083208.16229892,0.97663694,0.97518506,0.9753437,0.97570458,2,1
1581083514.78314996,0.97677598,0.97515302,0.97537214,0.97574675,1,1
1581083815.35921407,0.97689783,0.97515017,0.97540062,0.97578845,1,2
1581084104.98777127,0.97690845,0.97527955,0.97542397,0.97581949,2,1
1581084407.81725979,0.97695353,0.97535847,0.97544904,0.97585362,1,1
1581084712.69384718,0.97705527,0.97536173,0.97547777,0.97589466,1,2
1581085008.94266725,0.97710787,0.97543113,0.97550435,0.97593095,2,1
1581085310.4867835,0.97716119,0.97549881,0.97553159,0.97596816,1,2
1581085598.36456656,0.97717552,0.97556248,0.97555295,0.97599333,2,2
1581085888.27419019,0.9771691,0.9756079,0.97556794,0.97600575,2,1
1581086189.78362083,0.97716641,0.97564559,0.97558342,0.97601925,1,2
1581086486.24362159,0.977125,0.975742,0.97559643,0.97602791,2,2
1581086784.63688993,0.97709194,0.97581406,0.97560818,0.97603427,2,1
1581087090.57997775,0.97706167,0.97588833,0.97562227,0.97604547,1,1
1581087390.57997775,0.97699656,0.97600944,0.97563609,0.97605624,1,2
1581087683.95901847,0.9769834,0.9760336,0.97564627,0.97605991,2,2
1581087983.22115564,0.97699617,0.97599883,0.97565585,0.97606266,2,2
1581088276.75663638,0.97702909,0.97592491,0.97566147,0.97605785,2,2
