rsi,bu,bl,bu2,bl2,MA1,MA2,open1,close1,Low1,High1,resultado
50.40532414,0.00218752,0.00162848,0.00260621,0.00131213,0,0.00113192,0.0017015,0.0017015,1.10778,1.10794,0
51.71072796,0.00214603,0.00157661,0.00256313,0.00126184,0,0.00112154,0.00171682,0.00171682,1.10775,1.10799,0
53.04181307,0.00206531,0.00155035,0.00246493,0.00131873,0,0.00111186,0.00173183,0.00173183,1.10781,1.10795,0
54.65703072,0.00198556,0.00153114,0.00242411,0.00127659,0,0.00110304,0.00175635,0.00175635,1.10786,1.10802,1
51.18121726,0.00193428,0.00149122,0.00234487,0.00125263,0,0.00109174,0.00161375,0.00161375,1.10783,1.10818,0
54.04248787,0.00188893,0.0014577,0.00218209,0.00130287,0,0.0010822,0.00167981,0.00167981,1.10784,1.10802,0
54.89654658,0.00184964,0.00142427,0.00208773,0.00130351,0,0.00107296,0.00167596,0.00167596,1.10792,1.10808,0
60.43876655,0.00185161,0.00137861,0.00204463,0.00126992,0,0.00106749,0.00184861,0.00184861,1.10797,1.10823,1
55.21935062,0.00182604,0.00134891,0.00201161,0.00123634,0,0.00105861,0.00166497,0.00166497,1.10803,1.10822,0
57.83370911,0.00180133,0.00130972,0.00198835,0.00119836,0,0.00105136,0.00173002,0.00173002,1.10802,1.10822,0
60.3279807,0.00179898,0.00128659,0.00197284,0.00115006,0,0.00104566,0.00179379,0.00179379,1.10811,1.10828,0
65.00898328,0.00184759,0.00119763,0.0020077,0.00105984,0,0.00104355,0.00196411,0.00196411,1.10823,1.10851,1
63.47271512,0.0018702,0.00113281,0.00200166,0.00099902,0,0.00103998,0.00188601,0.00188601,1.10834,1.10867,0
64.59888848,0.00188205,0.00106828,0.00201139,0.00092728,0,0.00103678,0.00189767,0.00189767,1.10843,1.10854,1
60.20142733,0.00188609,0.00103645,0.00200922,0.00087465,0,0.00103083,0.00175227,0.00175227,1.10837,1.10859,0
62.2159293,0.00189996,0.00099502,0.00202299,0.00081299,0,0.00102598,0.00179599,0.00179599,1.10827,1.10845,0
66.94571971,0.00195113,0.0009264,0.00208115,0.00071604,0,0.00102468,0.00196626,0.00196626,1.10845,1.10868,0
71.35844044,0.0020451,0.00084406,0.00218854,0.00058794,0,0.00102733,0.00216258,0.00216258,1.10854,1.10897,1
62.38888994,0.00206228,0.00083073,0.00221715,0.0005312,0,0.00102437,0.00188451,0.00188451,1.10864,1.10884,1
58.4339042,0.00205559,0.00083154,0.00222202,0.00048577,0,0.00101845,0.00172956,0.00172956,1.10845,1.10866,0
62.6802014,0.00206428,0.00083843,0.0022429,0.00045181,0,0.00101597,0.00189136,0.00189136,1.10853,1.10875,0
64.80953419,0.0020849,0.00083655,0.00229274,0.00037405,0,0.00101499,0.00196172,0.00196172,1.10874,1.10891,0
65.00501407,0.00209811,0.00083926,0.00233562,0.00030441,0,0.00101346,0.00193268,0.00193268,1.10874,1.10886,0
66.60330283,0.00211834,0.00083531,0.00238538,0.00022161,0,0.00101279,0.00197283,0.00197283,1.10885,1.10895,1
64.61693144,0.00210214,0.00087736,0.00241231,0.00018186,0,0.0010104,0.00188475,0.00188475,1.10888,1.10898,0
64.84276789,0.00208529,0.00091217,0.00243646,0.00014267,0,0.00100756,0.00185723,0.00185723,1.10888,1.10899,1
64.40010835,0.00205599,0.00095731,0.00245426,0.00010837,0,0.00100391,0.00181065,0.00181065,1.10887,1.10913,0
67.93602184,0.00206416,0.0009545,0.00248039,0.00007993,0,0.00100261,0.00192183,0.00192183,1.10875,1.10907,1
57.31042454,0.00200526,0.00101958,0.00245641,0.00009943,0,0.00099555,0.00162892,0.00162892,1.10877,1.10905,0
62.84639064,0.00197525,0.00106097,0.00245872,0.0000975,0,0.0009926,0.00182211,0.00182211,1.10877,1.10908,0
63.29216715,0.00194939,0.00109088,0.00244361,0.00012032,0,0.00098944,0.00180563,0.00180563,1.10891,1.10912,0
64.21688447,0.00194576,0.0010814,0.00242948,0.00014136,0,0.00098646,0.00180908,0.00180908,1.10899,1.10911,0
65.16200688,0.00193633,0.00108561,0.00241645,0.00016049,0,0.00098368,0.00181247,0.00181247,1.109,1.10914,1
60.03873524,0.0019071,0.00109881,0.00238449,0.00019275,0,0.00097796,0.00165895,0.00165895,1.10898,1.10911,0
64.98064198,0.00187984,0.00113445,0.00235056,0.00024106,0,0.0009757,0.00182214,0.00182214,1.10899,1.10919,0
67.37071028,0.00187425,0.00114851,0.00233722,0.00026655,0,0.00097494,0.00189388,0.00189388,1.10919,1.10934,0
67.58728589,0.00188697,0.00112539,0.00231438,0.00030132,0,0.00097367,0.00186618,0.00186618,1.10925,1.10933,0
69.34052555,0.00191737,0.00106692,0.00232521,0.00029208,0,0.00097327,0.00190764,0.00190764,1.10932,1.10939,0
70.417548,0.00193768,0.00104708,0.00230604,0.00032572,0,0.00097311,0.00191888,0.00191888,1.10936,1.10946,0
70.63969238,0.00192779,0.00107158,0.0022897,0.00035166,0,0.0009724,0.00189068,0.00189068,1.10935,1.10946,1
67.8943927,0.00192264,0.00106983,0.00226659,0.00037788,0,0.00097,0.00180423,0.00180423,1.10937,1.10947,0
55.75922655,0.00189214,0.00106817,0.00223153,0.00039644,0,0.00096194,0.00151366,0.00151366,1.10905,1.1092,1
55.34945996,0.00186006,0.0010677,0.00218484,0.00043025,0,0.00095341,0.00147388,0.00147388,1.10913,1.10918,1
52.44410498,0.00183074,0.00105342,0.00213508,0.00046308,0,0.00094327,0.00137608,0.00137608,1.10906,1.10914,1
40.63166577,0.00183181,0.00099311,0.00207041,0.00050951,0,0.00092601,0.00099596,0.00099596,1.10856,1.10907,0
47.99076786,0.00180741,0.00097074,0.00200274,0.00056008,0,0.0009131,0.00118208,0.00118208,1.1087,1.109,1
37.68887586,0.00184782,0.00085955,0.00201381,0.00050723,0,0.0008919,0.00073719,0.00073719,1.10847,1.10897,1
33.06676294,0.0019281,0.00067837,0.00209078,0.00036603,0,0.00086618,0.00046774,0.00046774,1.10817,1.10847,0
41.91795663,0.00193227,0.0006178,0.00208962,0.00032745,0,0.00084712,0.00075253,0.00075253,1.10817,1.10855,0
46.49019939,0.00191505,0.00056709,0.00205673,0.00033408,0,0.000832,0.00091407,0.00091407,1.10852,1.10876,0
46.49019939,0.00189534,0.0005176,0.00204092,0.00031102,0,0.00081712,0.00089597,0.00089597,1.10861,1.10872,1
39.48138335,0.00190524,0.00041407,0.00207566,0.00022132,0,0.00079568,0.00053516,0.00053516,1.10817,1.10871,0
53.16768402,0.00187309,0.00038707,0.00205482,0.00020401,0,0.00078709,0.00114208,0.00114208,1.10834,1.10898,1
52.75976489,0.00184931,0.00036342,0.00203316,0.00018257,0,0.00077801,0.00109987,0.00109987,1.10891,1.109,1
51.6920031,0.00180767,0.00033548,0.00201259,0.00016289,0,0.00076788,0.00102908,0.00102908,1.10891,1.10902,1
51.02475342,0.0017498,0.00031179,0.00199265,0.00014194,0,0.00075717,0.00097929,0.00097929,1.10885,1.10895,1
49.42171371,0.00168691,0.00028866,0.001975,0.00011824,0,0.00074513,0.00089129,0.00089129,1.1088,1.10888,0
50.84715687,0.00160596,0.00027994,0.0019509,0.00009333,0,0.00073437,0.00093245,0.00093245,1.1088,1.10892,0
53.43801367,0.00151318,0.00028544,0.00193155,0.00008473,0,0.00072581,0.00102181,0.00102181,1.10885,1.10898,1
51.31936931,0.00140448,0.00030183,0.00190957,0.00006207,0,0.00071563,0.00092316,0.00092316,1.10889,1.10901,1
48.96729481,0.00129252,0.00032179,0.00188853,0.00003546,0,0.00070374,0.00081666,0.00081666,1.1088,1.10891,0
50.32931056,0.00123692,0.00031507,0.00186347,0.00001219,0,0.00069297,0.0008495,0.0008495,1.1088,1.10888,0
51.17137241,0.00119155,0.00031881,0.00184337,0,0.0000086,0.00069147,0.00087068,0.00087068,1.10884,1.10892,1
50.25388912,0.00116865,0.00033156,0.00184454,0,0.00003,0.00070224,0.0008456,0.0008456,1.10885,1.10891,1
44.77802051,0.00118527,0.00034593,0.00184386,0,0.00005938,0.00071741,0.0006726,0.0006726,1.10865,1.10886,0
46.10935683,0.00117143,0.00034206,0.00180682,0,0.00007346,0.00071837,0.00071374,0.00071374,1.10854,1.10872,1
42.01834526,0.00117927,0.00036823,0.00178283,0,0.00009618,0.00072531,0.00057675,0.00057675,1.10853,1.10872,0
43.45899558,0.0011149,0.00045081,0.00171037,0,0.00009659,0.00071116,0.00060685,0.00060685,1.10856,1.10863,0
44.2054689,0.00107626,0.00043778,0.00159404,0,0.00007626,0.00067702,0.00059602,0.00059602,1.1086,1.10866,1
42.10996542,0.00104408,0.0003776,0.00145668,0,0.00004648,0.00063242,0.00048734,0.00048734,1.10855,1.10864,1
34.96922745,0.00109568,0.00029862,0.00139697,0,0.00005748,0.00062356,0.00021515,0.00021515,1.10827,1.10856,1
32.23603718,0.00120863,0.00031204,0.00147767,0,0.00013171,0.00067613,0.00015884,0.00015884,1.10805,1.10829,1
30.64849839,0.00131865,0.00027171,0.00156803,0,0.00021151,0.00073355,0.00015968,0.00015968,1.10805,1.10816,0
30.64849839,0.00140049,0.00024688,0.00164837,0,0.00028399,0.00078455,0.00023319,0.00023319,1.10795,1.10809,1
29.18971768,0.00150505,0.00024327,0.00179399,0,0.00037807,0.00085666,0.00025966,0.00025966,1.10799,1.10816,0
34.90934028,0.00154228,0.00023719,0.0018488,0,0.00043218,0.00089202,0.00043373,0.00043373,1.10801,1.10815,1
33.45429144,0.00159008,0.00023157,0.00193832,0,0.00049011,0.00093079,0.00043283,0.00043283,1.10804,1.10818,1
32.24802703,0.0016036,0.00020906,0.00200166,0,0.00052699,0.00094831,0.00042183,0.00042183,1.10799,1.10806,0
37.13055757,0.00158621,0.00023137,0.00206658,0,0.00057335,0.00097804,0.00056829,0.00056829,1.10801,1.10816,1
34.70640554,0.00159401,0.00025862,0.00214463,0,0.00063349,0.00102047,0.00054032,0.00054032,1.10799,1.10815,0
51.40886067,0.001555,0.00027309,0.00213943,0,0.00064609,0.00102463,0.00098605,0.00098605,1.10801,1.1085,0
57.29157762,0.00150857,0.00027398,0.00213422,0,0.00064391,0.00101847,0.00119278,0.00119278,1.10836,1.10872,1
49.64248783,0.00143012,0.00029047,0.00208225,0,0.00064264,0.00100813,0.00092579,0.00092579,1.10829,1.10868,1
46.7958616,0.00135053,0.00031359,0.00203778,0,0.00064584,0.00100035,0.00081556,0.00081556,1.10829,1.10848,1
45.02642733,0.00131032,0.00032365,0.00200631,0,0.00065474,0.00099728,0.00075249,0.00075249,1.10821,1.1084,1
44.43037734,0.00122987,0.00035525,0.00195911,0,0.00067708,0.00099547,0.00074256,0.00074256,1.10815,1.10821,0
46.84058187,0.00117652,0.00036232,0.00190583,0,0.00067312,0.00098166,0.00080592,0.00080592,1.10819,1.10827,0
51.08383416,0.00110004,0.00034927,0.00179965,0,0.00064457,0.0009461,0.00090216,0.00090216,1.10821,1.1084,1
45.11716734,0.00103537,0.00034736,0.0017214,0,0.00062991,0.00092075,0.00068636,0.00068636,1.10815,1.1084,0
48.36467302,0.00102094,0.00033017,0.00165277,0,0.0006157,0.00089817,0.00076905,0.00076905,1.10816,1.10834,1
44.40333661,0.00100174,0.00031229,0.00156703,0,0.00059643,0.00086807,0.00060952,0.00060952,1.10816,1.10832,0
46.10126244,0.00096359,0.00028755,0.00144381,0,0.00055873,0.00082095,0.00062057,0.00062057,1.10809,1.10823,1
45.20912448,0.00092012,0.00025814,0.0013136,0,0.00051692,0.00076948,0.00054813,0.00054813,1.10816,1.10827,1
44.89723393,0.00089686,0.00026732,0.00124817,0,0.0005013,0.00074436,0.00052209,0.00052209,1.10811,1.10821,0
47.98859258,0.00086473,0.00024478,0.00114884,0,0.00046896,0.00070445,0.00056775,0.00056775,1.10813,1.10838,1
44.00096883,0.00085341,0.00024904,0.00110512,0,0.00046101,0.00068685,0.00044023,0.00044023,1.10813,1.10841,1
40.94741167,0.00084333,0.00024803,0.00105303,0,0.00045158,0.00066622,0.00033318,0.00033318,1.10803,1.10822,0
45.80754896,0.00080994,0.00022268,0.00095796,0,0.00041974,0.00062599,0.00042131,0.00042131,1.10798,1.10816,1
44.81453985,0.00077804,0.00021883,0.00088254,0,0.0003958,0.00059341,0.00036794,0.00036794,1.10811,1.10823,0
48.79890265,0.00063636,0.00028552,0.00087754,0,0.00039513,0.00058027,0.00046444,0.00046444,1.10821,1.10833,0
50.05357193,0.00059353,0.00028857,0.00086643,0,0.00038521,0.00056501,0.00048255,0.00048255,1.10817,1.10826,0
51.33775465,0.00057777,0.00027714,0.00085591,0,0.00037513,0.00055036,0.00049995,0.00049995,1.10823,1.1083,1
43.00282244,0.00056791,0.0002453,0.00083555,0,0.0003606,0.0005273,0.00027711,0.00027711,1.10806,1.10828,1
41.28418484,0.00059008,0.00023157,0.00085398,0,0.00037018,0.00052774,0.00023932,0.00023932,1.10801,1.10809,0
44.16780453,0.0005657,0.00019209,0.00082845,0,0.00035097,0.00049375,0.00028289,0.00028289,1.10806,1.1081,0
46.21029555,0.00051993,0.00020558,0.0008255,0,0.00034827,0.00048491,0.00032075,0.00032075,1.10802,1.10812,0
49.2116383,0.00049745,0.00018455,0.00079534,0,0.00032816,0.00046007,0.00036,0.00036,1.1081,1.10818,1
46.86488504,0.00046719,0.00018073,0.00075691,0,0.00031926,0.00044564,0.00030146,0.00030146,1.10812,1.10819,1
43.72143384,0.00039534,0.00009792,0.00057159,0,0.00024519,0.00036492,0.00015913,0.00015913,1.10802,1.10813,0
46.48271051,0.00037247,0.00007911,0.00051992,0,0.00022864,0.00034297,0.00019329,0.00019329,1.10806,1.10814,0
50.65447107,0.00036966,0.00007318,0.00049818,0,0.00022452,0.00033174,0.00026742,0.00026742,1.10818,1.10819,0
55.38860628,0.00040065,0.00008847,0.00051579,0,0.00023544,0.00033696,0.00036156,0.00036156,1.10826,1.10828,0
55.38860628,0.0003948,0.00006678,0.00046725,0,0.00021767,0.00031766,0.00034129,0.00034129,1.10818,1.10829,0
62.58639303,0.00046875,0.00007858,0.00053766,0,0.00025076,0.00035194,0.00050916,0.00050916,1.10828,1.10843,1
56.29792666,0.00048738,0.0000779,0.00054661,0,0.00025757,0.00035806,0.00042264,0.00042264,1.1083,1.1084,1
51.92599095,0.0004916,0.0000783,0.00055658,0,0.00026142,0.00035758,0.00035295,0.00035295,1.10822,1.10827,1
45.11928192,0.00048406,0.00007663,0.0005587,0,0.00026325,0.00035509,0.00023535,0.00023535,1.10813,1.10822,1
43.58121094,0.00048702,0.0000872,0.00056421,0,0.00026687,0.00035397,0.00021011,0.00021011,1.10809,1.10815,0
48.03270482,0.00047965,0.00011011,0.0005591,0,0.00026691,0.00035085,0.00027988,0.00027988,1.1081,1.10818,0
51.00628104,0.00047643,0.00012138,0.00055882,0,0.00026468,0.00034655,0.00032641,0.00032641,1.10818,1.10823,0
54.89730721,0.00046731,0.0001213,0.00054562,0,0.00025168,0.00033291,0.00038081,0.00038081,1.10823,1.10832,0
55.97317221,0.0004794,0.0001327,0.00056043,0,0.00025638,0.00033731,0.00040255,0.00040255,1.10826,1.10833,1
52.59541897,0.00047799,0.00013144,0.00055877,0,0.00025245,0.00033208,0.00034672,0.00034672,1.10824,1.10839,0
57.81715548,0.00051807,0.00018355,0.00061563,0,0.00027836,0.00035937,0.00046481,0.00046481,1.10833,1.10839,1
56.34882276,0.0005255,0.00020988,0.00063204,0,0.00028653,0.00036759,0.00044969,0.00044969,1.10834,1.10839,0
57.51088691,0.00054223,0.0002232,0.0006501,0,0.00029618,0.00037762,0.00047571,0.00047571,1.10833,1.10839,0
58.39840856,0.00053678,0.00020248,0.00063459,0,0.00027311,0.00035599,0.00046463,0.00046463,1.10833,1.10843,0
63.5509351,0.00056317,0.0001932,0.00065738,0,0.00027675,0.00036184,0.00055269,0.00055269,1.10839,1.10848,0
66.0655058,0.00063476,0.00018036,0.00072345,0,0.0002939,0.00038473,0.00060706,0.00060706,1.10853,1.10855,1
51.93683709,0.00061986,0.00017196,0.00071815,0,0.00028809,0.00037814,0.00042841,0.00042841,1.10832,1.10855,1
46.85829867,0.00060209,0.00015229,0.0006957,0,0.00027306,0.00036075,0.00033219,0.00033219,1.10826,1.10838,1
42.39400854,0.00057835,0.00011986,0.00065388,0,0.00024706,0.00033091,0.00022661,0.00022661,1.10816,1.10828,1
38.90159222,0.00058154,0.00009567,0.00064721,0,0.00024127,0.00032007,0.00015261,0.00015261,1.10812,1.10823,1
38.41473014,0.00059517,0.00010324,0.00066574,0,0.00025092,0.00032471,0.00015421,0.00015421,1.10812,1.10818,0
49.33950867,0.00057752,0.00012123,0.00065509,0,0.00024384,0.00031597,0.00030588,0.00030588,1.10812,1.10828,0
49.33950867,0.00057106,0.00013192,0.00065198,0,0.00024218,0.00031269,0.00030299,0.00030299,1.10818,1.10836,0
52.39980786,0.00056914,0.00013939,0.00065154,0,0.00024216,0.00031205,0.00035077,0.00035077,1.10822,1.10835,1
44.32572736,0.00058088,0.00013392,0.00066279,0,0.00025016,0.00031671,0.0002194,0.0002194,1.10816,1.10834,0
47.44060093,0.00058297,0.00012947,0.00066578,0,0.00025337,0.00031768,0.00027222,0.00027222,1.10813,1.10841,1
46.87573081,0.00058513,0.0001265,0.0006563,0,0.00025514,0.00031709,0.00026381,0.00026381,1.10816,1.10833,1
28.12342549,0.00093826,0.00023874,0.00102742,0.00011992,0.0005112,0.0005608,0.00001,0.00001,1.1077,1.10825,1
26.14092835,0.00116777,0.00012389,0.00132466,0,0.00061874,0.00064261,0.00005033,0.00005033,1.10761,1.10788,1
22.69511727,0.001373,0.000146,0.00158312,0.00001488,0.00076378,0.00077238,0.00004,0.00004,1.10741,1.1077,1
19.58743021,0.00158703,0.00014731,0.00187067,0,0.00091036,0.00090088,0.00001467,0.00001467,1.10726,1.10756,1
18.71587037,0.00178856,0.00016971,0.00214827,0,0.0010629,0.00103524,0.00012613,0.00012613,1.1071,1.10729,0
23.59735115,0.00189737,0.00019584,0.00233987,0,0.0011734,0.00113019,0.0003336,0.0003336,1.10699,1.1074,0
32.82885011,0.00191409,0.00022479,0.00243689,0,0.00123698,0.00118246,0.00058044,0.00058044,1.10717,1.10762,1
31.15935165,0.00192607,0.00026131,0.00253772,0,0.00130434,0.00123786,0.00059219,0.00059219,1.10727,1.10748,0
33.75094403,0.00193702,0.00028877,0.00261312,0,0.00135693,0.0012802,0.0007079,0.0007079,1.10727,1.10751,0
39.62545277,0.00192005,0.00030699,0.00263205,0,0.00138358,0.00129959,0.00086502,0.00086502,1.10707,1.10766,1
39.00466684,0.00190767,0.00032251,0.00264618,0,0.00140799,0.00131683,0.00088009,0.00088009,1.10732,1.10763,0
49.6278125,0.00187823,0.00032858,0.00261981,0,0.0014083,0.00131533,0.00113591,0.00113591,1.10741,1.10778,1
48.18188996,0.00184498,0.00033346,0.00258744,0,0.00140693,0.00131153,0.00110072,0.00110072,1.10758,1.10779,1
44.35472517,0.00177812,0.00035256,0.00255335,0,0.00140731,0.00130757,0.00099934,0.00099934,1.10741,1.10774,1
37.13516561,0.00172741,0.00038321,0.00255596,0,0.00142925,0.00132065,0.00078431,0.00078431,1.10729,1.10774,1
35.63597988,0.00164026,0.0004217,0.00253096,0,0.00144146,0.00132344,0.00075048,0.00075048,1.10729,1.10752,1
29.44790088,0.00162804,0.00043917,0.00255221,0,0.00148266,0.00135022,0.00052111,0.00052111,1.10703,1.10738,1
28.52809413,0.00157466,0.00047292,0.00255525,0,0.00151581,0.00136893,0.00052429,0.00052429,1.10696,1.1071,1
25.14483189,0.00157115,0.00053647,0.00265495,0,0.00159474,0.00143048,0.00042681,0.00042681,1.10678,1.10716,1
22.04742572,0.00175702,0.00052489,0.00282957,0,0.0017119,0.00152714,0.00035145,0.00035145,1.10656,1.10684,1
21.91527838,0.00190854,0.00052489,0.0029801,0,0.00181502,0.0016109,0.00047172,0.00047172,1.10637,1.10668,1
21.91527838,0.00202517,0.00053245,0.00310596,0,0.00190402,0.00168183,0.00058731,0.00058731,1.10633,1.10659,1
20.76075426,0.00215625,0.00053416,0.00322675,0,0.00199175,0.00175116,0.00062271,0.00062271,1.10645,1.10665,1
17.63431914,0.00234196,0.00051416,0.00335912,0,0.00209455,0.00183196,0.00050756,0.00050756,1.10601,1.10647,1
15.69930162,0.00255609,0.00048973,0.00351582,0,0.00221271,0.00192592,0.00047091,0.00047091,1.10603,1.10639,1
14.69401381,0.00274168,0.00045155,0.00363857,0,0.00231775,0.00200626,0.00050262,0.00050262,1.10586,1.10608,0
26.64976667,0.00278771,0.00042455,0.00365059,0,0.00235997,0.0020305,0.00083563,0.00083563,1.10592,1.10619,0
34.2799762,0.00275424,0.00037572,0.00354429,0,0.00234259,0.00200033,0.00104448,0.00104448,1.10615,1.1064,0
42.06787584,0.0026511,0.00031234,0.00335144,0,0.00227888,0.0019295,0.00124172,0.00124172,1.10636,1.10667,0
48.6242736,0.00256364,0.00031201,0.00327597,0,0.00225369,0.00190254,0.00147232,0.00147232,1.10662,1.10689,1
42.01063813,0.002491,0.00032418,0.00324085,0,0.00225085,0.00189228,0.00118109,0.00118109,1.10651,1.10694,0
51.22860756,0.00233555,0.00036426,0.00316381,0,0.00222141,0.0018639,0.00156491,0.00156491,1.10656,1.10697,0
56.28046331,0.0022174,0.00041314,0.00313121,0,0.00220512,0.00185412,0.00182627,0.00182627,1.10695,1.10723,1
51.20335567,0.00209231,0.0004741,0.00311342,0,0.0021933,0.00184406,0.00158671,0.00158671,1.10696,1.10737,1
47.01634831,0.00200749,0.00051992,0.00310708,0,0.00218843,0.00183683,0.00137821,0.00137821,1.10672,1.107,1
46.45845225,0.00192251,0.00056578,0.00309029,0,0.00218173,0.00182761,0.00135814,0.00135814,1.1066,1.10683,1
44.19920613,0.00188155,0.00057903,0.00304858,0,0.00217019,0.00181164,0.00124529,0.00124529,1.1066,1.10677,0
46.3396402,0.00183211,0.00058019,0.00294163,0,0.0021307,0.00176862,0.00132815,0.00132815,1.10646,1.10678,1
44.63059849,0.00181656,0.00056424,0.00284213,0,0.00209447,0.00172946,0.0012294,0.0012294,1.10652,1.1067,0
46.23224924,0.00179637,0.0005415,0.00272954,0,0.00205057,0.00168424,0.00126144,0.00126144,1.10655,1.10668,0
50.35622589,0.00173432,0.00046105,0.00249537,0,0.00195236,0.00158819,0.00133569,0.00133569,1.10645,1.10688,1
46.29341017,0.00164999,0.00038138,0.00224004,0,0.00184478,0.00147962,0.00107369,0.00107369,1.10655,1.10695,1
44.04238405,0.00155698,0.00033922,0.0019992,0,0.00174245,0.00137469,0.0008886,0.0008886,1.10652,1.1067,1
41.03409904,0.00148134,0.00037641,0.00185741,0,0.00168354,0.00131091,0.00070937,0.00070937,1.10638,1.10678,0
47.63707814,0.00134949,0.0004703,0.00170113,0,0.00161253,0.00124026,0.0008929,0.0008929,1.10637,1.10677,1
40.16905341,0.00134169,0.00051309,0.00167545,0,0.00160244,0.00122362,0.00053439,0.00053439,1.10628,1.10673,1
39.2730529,0.00137615,0.00050178,0.00166294,0,0.00159838,0.00121271,0.00050247,0.00050247,1.10618,1.10639,1
36.79800478,0.00146908,0.00046089,0.0017213,0,0.00162542,0.00123088,0.00041398,0.00041398,1.10606,1.10631,1
35.42416758,0.0015514,0.00042191,0.00181231,0,0.00166302,0.00125888,0.00039716,0.00039716,1.10598,1.10627,0
39.95108062,0.00159684,0.0004048,0.00185298,0,0.00167359,0.00126364,0.00057982,0.00057982,1.10597,1.1062,1
38.21984189,0.00161528,0.00038939,0.00191134,0,0.00169466,0.0012778,0.00053434,0.00053434,1.10592,1.10617,1
35.29188026,0.00159763,0.00041393,0.00201123,0,0.00173646,0.00131032,0.00044228,0.00044228,1.10586,1.1061,0
44.2097513,0.00152361,0.00040947,0.00200808,0,0.00171473,0.00128619,0.00075004,0.00075004,1.10589,1.10626,1
39.82441742,0.00150363,0.00036143,0.00201373,0,0.00169457,0.00125964,0.00052353,0.00052353,1.106,1.1063,0
41.71922367,0.00144136,0.00030018,0.00196587,0,0.0016435,0.00120426,0.00056427,0.00056427,1.10599,1.10623,0
45.68615272,0.00137967,0.00029149,0.00197616,0,0.00161568,0.00117501,0.00072308,0.00072308,1.10609,1.10625,0
50.12544471,0.00134651,0.00030683,0.00197367,0,0.00160746,0.00117004,0.00089917,0.00089917,1.10621,1.10642,0
54.37742466,0.00132923,0.000298,0.0019329,0,0.00158595,0.00115543,0.00106812,0.00106812,1.10639,1.1066,1
51.48855631,0.00129939,0.00031053,0.00193126,0,0.00157536,0.00114954,0.00095996,0.00095996,1.10638,1.10655,1
48.94294991,0.00119846,0.0003319,0.00186003,0,0.00154492,0.0011219,0.00084368,0.00084368,1.10633,1.10651,1
46.94341103,0.00107464,0.00028057,0.00166087,0,0.00146087,0.00103927,0.0006951,0.0006951,1.10626,1.10644,0
49.70922361,0.00100601,0.00025137,0.00154171,0,0.00140777,0.00098979,0.00075519,0.00075519,1.10629,1.10644,1
44.69133071,0.00098858,0.00024742,0.00150633,0,0.0013922,0.00097405,0.0005565,0.0005565,1.10618,1.10639,0
46.15470972,0.00090874,0.00027477,0.00146417,0,0.00137189,0.00095489,0.00060175,0.00060175,1.10616,1.10627,0
52.63306573,0.00094133,0.00024065,0.00139697,0,0.00132984,0.00092493,0.00082049,0.00082049,1.10645,1.1066,0
54.22971697,0.00096504,0.00023373,0.00136011,0,0.00130784,0.00091009,0.00086739,0.00086739,1.10645,1.10662,1
50.27543692,0.00096249,0.00025721,0.00132903,0,0.00128801,0.00089477,0.00072885,0.00072885,1.10638,1.10657,0
54.90605119,0.00099027,0.00025001,0.00130295,0,0.00127059,0.00088523,0.00088914,0.00088914,1.10633,1.10663,1
53.95122147,0.00097268,0.00023367,0.00120369,0,0.00122248,0.00084424,0.00081918,0.00081918,1.10648,1.1066,1
47.43638641,0.00092428,0.0002846,0.00114355,0,0.0011914,0.00081589,0.00058044,0.00058044,1.10632,1.10655,0
50.91790324,0.00092477,0.00028885,0.00111928,0,0.00117355,0.00080323,0.00069231,0.00069231,1.10628,1.10658,1
43.87617519,0.00091193,0.00033753,0.00112147,0,0.0011681,0.00079772,0.00043173,0.00043173,1.10617,1.10651,0
46.81016307,0.00086866,0.00035235,0.00104701,0,0.00113127,0.00076306,0.0005075,0.0005075,1.10613,1.10638,1
45.52857114,0.00087146,0.00035761,0.0010494,0,0.00112145,0.0007546,0.00046103,0.00046103,1.10618,1.10633,0
47.08863808,0.00086736,0.00036371,0.0010484,0,0.00110786,0.00074355,0.00050953,0.00050953,1.10618,1.10629,0
51.56985694,0.00085334,0.00034834,0.00103735,0,0.0010828,0.00072407,0.00064334,0.00064334,1.10628,1.10643,1
50.04826,0.00079377,0.00032067,0.00099344,0,0.00103948,0.00068532,0.00055972,0.00055972,1.10638,1.1065,1
46.50199481,0.00077711,0.00030145,0.00098389,0,0.00102016,0.00066825,0.00043228,0.00043228,1.10618,1.10638,1
43.20512234,0.00077737,0.00026224,0.00097128,0,0.00099817,0.00064631,0.0003043,0.0003043,1.1061,1.10633,1
37.07234244,0.00084382,0.00018346,0.00099661,0,0.00099362,0.00063704,0.00005864,0.00005864,1.10587,1.10619,1
33.17173972,0.00107445,0.00020455,0.001246,0.000036,0.00113251,0.00076787,0.00002,0.00002,1.10566,1.10601,1
32.98486477,0.00121666,0.00019034,0.00139709,0.00004224,0.00120028,0.00082815,0.0001,0.0001,1.10557,1.10573,1
28.30211799,0.00163896,0.00017104,0.00192832,0.00000768,0.00144557,0.00104949,0.00011,0.00011,1.10527,1.10545,1
23.44442194,0.00198501,0.00023999,0.00236799,0.00004801,0.00169219,0.00127892,0.00004,0.00004,1.10499,1.10543,0
30.75796553,0.00206954,0.00021688,0.00253042,0,0.00175965,0.00133439,0.00033621,0.00033621,1.10496,1.10536,1
