open,high,low,close,from,to,volume,ask,bid,ema_30_60,ema_100_60,ema_30_300,ema_100_300,rsi_60,rsi_300,rsi_900,mood_forex,color,signal
109.333,1.093.415,109.328,109.334,1586541600,1586541900,487,109.352,109.316,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
109.333,1.093.415,109.328,109.334,1586541600,1586541900,492,109.351,109.317,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
109.333,1.093.415,109.328,109.335,1586541600,1586541900,496,109.349,109.321,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
109.333,1.093.415,109.328,109.332,1586541600,1586541900,500,109.347,109.317,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
109.333,1.093.415,109.328,1.093.365,1586541600,1586541900,504,109.351,109.322,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
109.333,1.093.415,109.328,109.334,1586541600,1586541900,507,109.351,109.317,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
109.333,1.093.415,109.328,109.332,1586541600,1586541900,510,109.349,109.315,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
109.333,1.093.415,109.328,1.093.345,1586541600,1586541900,514,109.351,109.318,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
109.333,1.093.415,109.328,109.337,1586541600,1586541900,517,109.352,109.322,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
109.333,1.093.415,109.328,1.093.345,1586541600,1586541900,521,10.935,109.319,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
109.333,1.093.415,109.328,1.093.345,1586541600,1586541900,521,10.935,109.319,1.093.702,1.094.244,1.094.338,1.094.415,17.237.547,0.998121,0.475126,0.5,0,0
