open,high,low,close,from,to,volume,ask,bid,ema_30_60,ema_100_60,ema_30_300,ema_100_300,rsi_60,rsi_300,rsi_900,mood_forex,color,signal
1.093.405,109.343,1.093.345,109.343,1586541900,1586542200,9,109.362,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,109.343,1.093.345,109.335,1586541900,1586542200,14,109.348,109.322,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,1
1.093.405,109.343,1.093.345,1.093.405,1586541900,1586542200,17,109.357,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,1
1.093.405,109.343,1.093.345,1.093.395,1586541900,1586542200,22,109.357,109.322,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,1
1.093.405,109.343,1.093.345,1.093.345,1586541900,1586542200,24,109.345,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,1
1.093.405,109.343,1.093.345,1.093.365,1586541900,1586542200,26,109.348,109.325,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,1
1.093.405,109.343,1.093.345,1.093.375,1586541900,1586542200,29,109.347,109.328,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,0
1.093.405,109.343,1.093.345,109.341,1586541900,1586542200,31,109.355,109.327,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,1
1.093.405,109.343,1.093.345,1.093.415,1586541900,1586542200,35,109.359,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,0
1.093.405,109.343,1.093.345,109.338,1586541900,1586542200,37,109.349,109.327,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,109.343,1.093.345,109.341,1586541900,1586542200,46,109.358,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,109.343,1.093.345,109.341,1586541900,1586542200,46,109.358,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,109.343,1.093.345,109.341,1586541900,1586542200,46,109.358,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,1
1.093.405,109.343,1.093.345,1.093.365,1586541900,1586542200,47,109.349,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,1
1.093.405,109.343,1.093.335,1.093.345,1586541900,1586542200,49,109.351,109.318,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,1
1.093.405,109.343,1.093.335,1.093.385,1586541900,1586542200,50,109.359,109.318,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,0
1.093.405,109.343,1.093.335,109.336,1586541900,1586542200,54,109.353,109.319,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,109.343,1.093.335,109.339,1586541900,1586542200,55,109.359,109.319,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,109.343,1.093.335,109.335,1586541900,1586542200,57,109.346,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,109.343,1.093.335,109.335,1586541900,1586542200,60,109.351,109.319,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,1
1.093.405,109.343,1.093.335,1.093.425,1586541900,1586542200,62,109.366,109.319,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,1
1.093.405,109.343,1.093.335,1.093.355,1586541900,1586542200,64,109.351,10.932,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,1
1.093.405,109.343,1.093.335,1.093.375,1586541900,1586542200,65,109.351,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,1,0
1.093.405,109.343,1.093.335,109.341,1586541900,1586542200,69,109.355,109.327,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,109.343,1.093.335,109.336,1586541900,1586542200,74,109.348,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,109.343,1.093.335,109.342,1586541900,1586542200,80,109.364,10.932,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.335,109.337,1586541900,1586542200,82,109.347,109.327,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.335,10.934,1586541900,1586542200,85,109.356,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.335,1.093.415,1586541900,1586542200,92,109.359,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.335,1.093.415,1586541900,1586542200,92,109.359,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.395,1586541900,1586542200,97,109.359,10.932,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,109.342,1586541900,1586542200,99,109.356,109.328,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,109.337,1586541900,1586542200,101,109.347,109.327,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,109.337,1586541900,1586542200,101,109.347,109.327,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,109.337,1586541900,1586542200,101,109.347,109.327,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,109.339,1586541900,1586542200,105,109.359,109.319,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,109.339,1586541900,1586542200,105,109.359,109.319,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,109.342,1586541900,1586542200,107,109.356,109.328,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.375,1586541900,1586542200,110,109.348,109.327,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.375,1586541900,1586542200,112,109.351,109.324,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,109.342,1586541900,1586542200,116,109.356,109.328,1.093.644,1.094.194,1.094.335,1.094.414,42.835.838,0.0,0.0,0.5,0,0
1.093.405,1.093.455,1.093.325,109.337,1586541900,1586542200,118,109.347,109.327,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.405,1586541900,1586542200,124,109.357,109.324,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,109.336,1586541900,1586542200,127,109.351,109.321,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,109.337,1586541900,1586542200,130,109.347,109.327,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.345,1586541900,1586542200,135,109.349,10.932,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.345,1586541900,1586542200,135,109.349,10.932,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.425,1586541900,1586542200,142,109.356,109.329,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,109.344,1586541900,1586542200,145,109.359,109.329,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,109.344,1586541900,1586542200,145,109.359,109.329,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,109.344,1586541900,1586542200,150,109.359,109.329,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,109.344,1586541900,1586542200,153,10.936,109.328,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.435,1586541900,1586542200,155,109.356,109.331,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.435,1586541900,1586542200,159,109.356,109.331,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,109.344,1586541900,1586542200,161,109.359,109.329,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,109.344,1586541900,1586542200,161,109.359,109.329,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,109.344,1586541900,1586542200,170,109.359,109.329,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,10.934,1586541900,1586542200,175,109.352,109.328,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.435,1586541900,1586542200,179,109.359,109.328,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.435,1586541900,1586542200,179,109.359,109.328,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.435,1586541900,1586542200,181,109.359,109.328,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,1.093.455,1.093.325,1.093.435,1586541900,1586542200,181,109.359,109.328,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,109.348,1.093.325,109.344,1586541900,1586542200,189,109.359,109.329,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,1
1.093.405,109.348,1.093.325,1.093.435,1586541900,1586542200,191,10.936,109.327,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,0
1.093.405,109.348,1.093.325,109.343,1586541900,1586542200,195,109.362,109.324,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,109.348,1.093.325,109.343,1586541900,1586542200,197,109.363,109.323,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,1
1.093.405,109.348,1.093.325,1.093.425,1586541900,1586542200,198,109.362,109.323,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,1
1.093.405,109.348,1.093.325,1.093.385,1586541900,1586542200,204,109.349,109.328,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,1
1.093.405,109.348,1.093.325,1.093.435,1586541900,1586542200,207,109.361,109.326,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,1
1.093.405,109.348,1.093.325,1.093.395,1586541900,1586542200,209,109.354,109.325,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,0
1.093.405,109.348,1.093.325,109.344,1586541900,1586542200,211,10.936,109.328,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,109.348,1.093.325,109.341,1586541900,1586542200,216,109.356,109.326,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,109.348,1.093.325,109.341,1586541900,1586542200,220,109.356,109.326,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,1
1.093.405,109.348,1.093.325,1.093.435,1586541900,1586542200,222,10.936,109.327,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,1
1.093.405,109.348,1.093.325,1.093.445,1586541900,1586542200,226,109.363,109.326,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,0
1.093.405,109.348,1.093.325,109.344,1586541900,1586542200,228,109.356,109.332,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,109.348,1.093.325,109.344,1586541900,1586542200,232,109.359,109.329,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,1
1.093.405,109.348,1.093.325,1.093.445,1586541900,1586542200,237,10.936,109.329,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,1
1.093.405,109.348,1.093.325,1.093.385,1586541900,1586542200,240,109.349,109.328,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,0
1.093.405,109.348,1.093.325,109.339,1586541900,1586542200,241,10.935,109.328,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,109.348,1.093.325,109.346,1586541900,1586542200,244,109.365,109.327,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,0
1.093.405,109.348,1.093.325,109.342,1586541900,1586542200,248,109.362,109.322,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,1
1.093.405,109.348,1.093.325,1.093.435,1586541900,1586542200,250,109.364,109.323,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,1
1.093.405,109.348,1.093.325,1.093.435,1586541900,1586542200,250,109.364,109.323,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,0
1.093.405,109.348,1.093.325,109.341,1586541900,1586542200,254,109.356,109.326,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,0,1
1.093.405,109.348,1.093.325,1.093.375,1586541900,1586542200,255,109.349,109.326,1.093.628,1.094.178,1.094.276,1.094.394,55.937.153,3.710.343,10.602,0.5,1,0
1.093.405,109.348,1.093.325,109.341,1586541900,1586542200,257,109.356,109.326,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.348,1.093.325,109.341,1586541900,1586542200,259,109.356,109.326,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.348,1.093.325,109.341,1586541900,1586542200,264,109.354,109.328,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,1
1.093.405,109.348,1.093.325,1.093.445,1586541900,1586542200,267,109.361,109.328,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.348,1.093.325,1.093.445,1586541900,1586542200,267,109.361,109.328,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.348,1.093.325,1.093.395,1586541900,1586542200,269,109.351,109.328,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,0
1.093.405,109.366,1.093.325,109.366,1586541900,1586542200,274,109.383,109.349,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.366,1.093.325,109.362,1586541900,1586542200,279,109.381,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.366,1.093.325,109.362,1586541900,1586542200,279,109.381,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,1
1.093.405,109.376,1.093.325,1.093.725,1586541900,1586542200,286,109.383,109.362,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,0
1.093.405,1.093.785,1.093.325,1.093.785,1586541900,1586542200,289,109.393,109.364,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.375,1586541900,1586542200,292,109.389,109.361,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,10.936,1586541900,1586542200,299,109.378,109.342,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.364,1586541900,1586542200,303,109.383,109.345,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,1
1.093.405,109.379,1.093.325,1.093.615,1586541900,1586542200,307,10.938,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.379,1.093.325,1.093.625,1586541900,1586542200,311,109.382,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,0
1.093.405,109.379,1.093.325,109.362,1586541900,1586542200,314,109.383,109.341,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.363,1586541900,1586542200,320,109.383,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.365,1586541900,1586542200,324,109.386,109.344,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.361,1586541900,1586542200,328,109.383,109.339,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,1
1.093.405,109.379,1.093.325,1.093.625,1586541900,1586542200,335,109.382,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,0
1.093.405,109.379,1.093.325,10.936,1586541900,1586542200,342,109.377,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,1
1.093.405,109.379,1.093.325,1.093.625,1586541900,1586542200,343,109.382,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,0
1.093.405,109.379,1.093.325,109.362,1586541900,1586542200,354,109.383,109.341,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.362,1586541900,1586542200,354,109.383,109.341,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,1
1.093.405,109.379,1.093.325,1.093.615,1586541900,1586542200,359,109.384,109.339,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,0
1.093.405,109.379,1.093.325,109.363,1586541900,1586542200,361,109.387,109.339,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.362,1586541900,1586542200,365,109.382,109.342,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.361,1586541900,1586542200,372,109.376,109.346,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.356,1586541900,1586542200,374,109.369,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.363,1586541900,1586542200,377,109.385,109.341,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,1
1.093.405,109.379,1.093.325,1.093.595,1586541900,1586542200,384,109.376,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.379,1.093.325,1.093.585,1586541900,1586542200,385,109.376,109.341,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.379,1.093.325,1.093.615,1586541900,1586542200,391,109.383,10.934,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.379,1.093.325,1.093.635,1586541900,1586542200,395,109.387,10.934,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,0
1.093.405,109.379,1.093.325,109.363,1586541900,1586542200,398,10.938,109.346,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,1
1.093.405,109.379,1.093.325,1.093.615,1586541900,1586542200,402,109.383,10.934,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.379,1.093.325,1.093.585,1586541900,1586542200,407,109.376,109.341,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.379,1.093.325,1.093.605,1586541900,1586542200,410,109.383,109.338,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,0
1.093.405,109.379,1.093.325,109.362,1586541900,1586542200,416,109.382,109.342,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,0
1.093.405,109.379,1.093.325,109.364,1586541900,1586542200,418,109.381,109.347,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,0,1
1.093.405,109.379,1.093.325,1.093.625,1586541900,1586542200,422,109.388,109.337,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.379,1.093.325,1.093.625,1586541900,1586542200,425,109.383,109.342,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.379,1.093.325,1.093.635,1586541900,1586542200,433,109.387,10.934,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.379,1.093.325,1.093.595,1586541900,1586542200,441,109.376,109.343,1.093.613,1.094.163,1.094.277,1.094.395,70.522.354,3.772.999,0.0,0.5,1,1
1.093.405,109.379,1.093.325,1.093.595,1586541900,1586542200,445,109.377,109.342,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,0
1.093.405,109.379,1.093.325,109.363,1586541900,1586542200,448,109.382,109.344,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,0,0
1.093.405,109.379,1.093.325,109.357,1586541900,1586542200,452,109.376,109.338,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,0,0
1.093.405,109.379,1.093.325,109.365,1586541900,1586542200,457,109.387,109.343,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,0,1
1.093.405,109.379,1.093.325,1.093.595,1586541900,1586542200,459,109.375,109.344,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,0
1.093.405,109.379,1.093.325,109.363,1586541900,1586542200,462,109.382,109.344,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,0,0
1.093.405,109.379,1.093.325,109.363,1586541900,1586542200,468,109.381,109.345,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,0,0
1.093.405,109.379,1.093.325,109.355,1586541900,1586542200,472,10.937,10.934,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,0,1
1.093.405,109.379,1.093.325,1.093.625,1586541900,1586542200,475,109.385,10.934,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,1
1.093.405,109.379,1.093.325,1.093.625,1586541900,1586542200,484,109.387,109.338,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,1
1.093.405,109.379,1.093.325,1.093.605,1586541900,1586542200,488,109.378,109.343,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,1
1.093.405,109.379,1.093.325,1.093.615,1586541900,1586542200,492,109.382,109.341,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,0
1.093.405,109.379,1.093.325,109.355,1586541900,1586542200,499,10.937,10.934,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,0,1
1.093.405,109.379,1.093.325,1.093.635,1586541900,1586542200,504,109.379,109.348,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,0
1.093.405,109.379,1.093.325,109.355,1586541900,1586542200,508,109.369,109.341,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,0,1
1.093.405,109.379,1.093.325,1.093.565,1586541900,1586542200,515,109.371,109.342,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,1
1.093.405,109.379,1.093.325,1.093.565,1586541900,1586542200,519,109.372,109.341,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,1
1.093.405,109.379,1.093.325,1.093.605,1586541900,1586542200,522,109.377,109.344,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,1
1.093.405,109.379,1.093.325,1.093.635,1586541900,1586542200,527,109.381,109.346,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,0
1.093.405,109.379,1.093.325,109.361,1586541900,1586542200,535,109.383,109.339,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,0,1
1.093.405,109.379,1.093.325,1.093.615,1586541900,1586542200,539,109.383,10.934,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,0
1.093.405,109.379,1.093.325,109.363,1586541900,1586542200,540,109.383,109.343,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,0,1
1.093.405,109.379,1.093.325,1.093.635,1586541900,1586542200,544,10.938,109.347,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,1
1.093.405,109.379,1.093.325,1.093.625,1586541900,1586542200,550,109.384,109.341,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,1
1.093.405,109.379,1.093.325,1.093.615,1586541900,1586542200,557,109.384,109.339,1.093.601,1.094.148,1.094.279,1.094.395,84.369.209,4.289.105,0.827335,0.5,1,1
