timestamp,rsi,bb_up,bb_down,ma100,ma50,close,result
1577456400,36.2874267,0.97660225,0.97562675,0.97785433,0.97686363,0.97578,0
1577456700,37.98595597,0.97655775,0.97560525,0.97781385,0.97682231,0.97581,0
1577457000,44.6286673,0.97645434,0.97563866,0.97777655,0.97678732,0.97593,0
1577457300,57.77392285,0.97645844,0.97563756,0.97774612,0.97676586,0.97624,1
1577457600,58.48918645,0.9764628,0.9756362,0.97771669,0.97674602,0.97626,1
1577457900,58.48918645,0.9764854,0.9756426,0.97768785,0.97672696,0.97626,1
1577458200,52.82662058,0.97649023,0.97564377,0.97765759,0.97670473,0.97616,0
1577458500,60.19650015,0.97651732,0.97566368,0.97763131,0.97669003,0.97633,0
1577458800,62.52138671,0.97654689,0.97565611,0.97760672,0.97667827,0.97639,1
1577459100,54.20973895,0.97655747,0.97565753,0.97757986,0.97666147,0.97625,0
1577459400,57.39565923,0.97656409,0.97565591,0.97755491,0.97664808,0.97632,0
1577459700,60.48836965,0.97655676,0.97565924,0.97753184,0.97663796,0.97639,1
1577460000,30.37096976,0.97656831,0.97556869,0.9774924,0.9765949,0.97554,0
1577460300,44.31532605,0.97654981,0.97555519,0.97746126,0.97656844,0.97592,1
1577460600,43.5408724,0.97653856,0.97553944,0.97743015,0.97654183,0.97589,0
1577460900,44.98308399,0.97653796,0.97553604,0.97740044,0.97651784,0.97593,0
1577461200,47.2566437,0.97653796,0.97553604,0.97737251,0.97649714,0.97599,1
1577461500,41.19233372,0.97653375,0.97554725,0.97734138,0.9764698,0.9758,1
1577461800,36.72728458,0.97654125,0.97553175,0.97730769,0.97643726,0.97564,0
1577462400,52.81651004,0.97654848,0.97557552,0.97726013,0.97641093,0.97609,1
1577462700,45.96588445,0.97654564,0.97558536,0.9772328,0.97639011,0.97588,1
1577463000,42.7020008,0.97655154,0.97556346,0.97720384,0.97636579,0.97577,1
1577463300,38.76120287,0.97654685,0.97550715,0.97717267,0.97633694,0.97563,0
1577463600,47.35083556,0.97652028,0.97549272,0.97714648,0.97631784,0.97585,1
1577463900,45.39713725,0.97649122,0.97547478,0.97711962,0.97629714,0.97579,1
1577464200,35.08339387,0.97650412,0.97538688,0.97708576,0.97626235,0.97541,0
1577464500,38.00236592,0.97646745,0.97533855,0.97705397,0.97623167,0.97548,0
1577464800,41.39069196,0.97639798,0.97532502,0.97702438,0.97620533,0.97556,1
1577465100,40.76410619,0.97634874,0.97530326,0.97699499,0.97617924,0.97554,1
1577465400,29.83849498,0.97632437,0.97520663,0.97695766,0.97613731,0.97511,0
1577465700,40.65757899,0.97621969,0.97520931,0.97692622,0.97610722,0.97537,1
1577466000,36.95863346,0.97624349,0.97515351,0.97689244,0.97607243,0.97522,1
1577466300,36.70816082,0.97623736,0.97508864,0.97685912,0.97603861,0.97521,1
1577466600,33.63120927,0.9762385,0.9750075,0.97682409,0.97600141,0.97509,1
1577466900,25.74196213,0.97627931,0.97484369,0.97678203,0.97595037,0.9747,1
1577467200,24.89951644,0.97628617,0.97470283,0.97673981,0.97589938,0.97465,1
1577467500,20.27205983,0.97634526,0.97449774,0.97669229,0.97583822,0.97434,1
1577467800,19.11197349,0.97640031,0.97430369,0.97664393,0.97577594,0.97425,0
1577468100,28.33892563,0.97633112,0.97420588,0.97660009,0.97572316,0.97443,1
1577468400,27.17641365,0.97624367,0.97412133,0.97655593,0.97567009,0.97437,0
1577468700,37.30336769,0.97615888,0.97407612,0.9765168,0.97562734,0.97458,0
1577469000,56.89273186,0.976087,0.97409,0.97649053,0.97561019,0.97519,0
1577469300,67.69092949,0.97611091,0.97408009,0.97647626,0.97561646,0.97577,1
1577469600,52.80894669,0.97601887,0.97410613,0.97645079,0.97559974,0.97519,1
1577469900,43.3755157,0.97591569,0.97409831,0.97641572,0.97556367,0.97468,1
1577470200,38.79002485,0.97588354,0.97402746,0.97637541,0.97551725,0.97438,1
1577470500,36.8888964,0.97583775,0.97395025,0.97633332,0.97546755,0.97425,1
1577470800,36.57861352,0.97576154,0.97389346,0.97629167,0.97541902,0.97423,0
1577471100,38.89161273,0.97566563,0.97386637,0.97625243,0.97537553,0.97431,1
1577471400,35.94225413,0.97564122,0.97379478,0.9762108,0.97532747,0.97415,1
1577471700,32.32287974,0.97557813,0.97371487,0.97616583,0.97527306,0.97394,0
1577472000,36.43762353,0.97551451,0.97366249,0.97612414,0.97522549,0.97406,1
1577472300,36.43762353,0.97543813,0.97362387,0.97608326,0.97517978,0.97406,1
1577472600,35.52637751,0.97537257,0.97358243,0.9760424,0.9751343,0.97402,0
1577472900,38.13709391,0.97535149,0.97354151,0.97600354,0.97509296,0.97408,1
1577473200,35.953319,0.97533399,0.97349401,0.97596387,0.9750501,0.974,1
1577473500,34.2963224,0.97533666,0.97345134,0.97592379,0.97500656,0.97394,0
1577473800,37.01760158,0.97533831,0.97342369,0.9758855,0.9749667,0.97399,1
1577474100,28.51443499,0.97534863,0.97333737,0.97584163,0.97491585,0.97367,1
1577474700,23.51289926,0.97538466,0.97308134,0.97574491,0.97479737,0.97338,1
1577475000,22.24127769,0.97526957,0.97300843,0.97569669,0.97473905,0.97331,1
1577475300,21.31495847,0.97492875,0.97309825,0.97564844,0.97468104,0.97326,1
1577475600,20.00283967,0.97472374,0.97310326,0.97559976,0.97462257,0.97319,0
1577475900,33.21698725,0.97460871,0.97308929,0.975556,0.97457423,0.97339,1
1577476200,30.65361697,0.97454957,0.97304043,0.97551133,0.97452426,0.9733,1
1577476500,30.073422,0.97450255,0.97299045,0.97546715,0.97447547,0.97328,0
1577477100,41.42600839,0.97434947,0.97298253,0.97538864,0.97439776,0.97346,0
1577477400,42.06887138,0.97428265,0.97298135,0.97535064,0.97436138,0.97347,0
1577477700,44.13807521,0.97424712,0.97297288,0.975314,0.9743276,0.9735,0
1577478000,50.14773587,0.97418924,0.97298376,0.97527986,0.97429868,0.97359,1
1577478300,39.10462391,0.97412026,0.97298474,0.97524224,0.97426265,0.97338,0
1577478600,42.49648288,0.97405041,0.97299559,0.97520635,0.97423,0.97343,0
1577479200,46.51804268,0.97386668,0.97306932,0.97513905,0.9741731,0.97349,1
1577479800,41.38557246,0.97363244,0.97318956,0.97507066,0.97411327,0.9734,1
1577480100,32.93416689,0.97358855,0.97319045,0.97503441,0.97407903,0.97324,1
1577480400,25.58644828,0.97362377,0.97312223,0.97499492,0.97403828,0.97304,0
1577480700,32.37568892,0.97363386,0.97308614,0.97495779,0.97400227,0.97312,0
1577481000,40.06538889,0.97363539,0.97307561,0.97492338,0.97397159,0.97322,1
1577481300,39.55932202,0.97363712,0.97306888,0.97488945,0.97394173,0.97321,0
1577481600,46.41257078,0.97363391,0.97308309,0.97485798,0.97391656,0.9733,0
1577481900,47.88974056,0.9736305,0.9730795,0.97482752,0.97389317,0.97332,0
1577482500,55.55629604,0.97364311,0.97309389,0.97477253,0.97385717,0.97343,0
1577482800,66.70243674,0.97367107,0.97308193,0.97474991,0.97384827,0.97363,1
1577483100,51.45806454,0.97366731,0.97308169,0.97472357,0.97383147,0.97342,0
1577483400,62.12388625,0.97369778,0.97306922,0.97470231,0.97382435,0.97365,1
1577483700,43.44648181,0.97368564,0.97305636,0.97467355,0.97380183,0.97325,0
1577484000,54.58335934,0.97367687,0.97306013,0.97465111,0.97379156,0.97354,1
1577484300,54.16953744,0.97369232,0.97305968,0.97462891,0.97378131,0.97353,0
1577484900,59.57693423,0.97377388,0.97302812,0.97459287,0.97377581,0.9737,0
1577485200,62.33082728,0.97382212,0.97300888,0.97457677,0.97377597,0.97378,0
1577485500,65.01237087,0.97388902,0.97298898,0.97456258,0.97377927,0.97386,0
1577485800,69.04128155,0.97397786,0.97295914,0.97455124,0.97378753,0.97399,1
1577486100,64.53929152,0.9740365,0.9729685,0.97453874,0.97379273,0.97392,0
1577486400,67.28227535,0.97408216,0.97301884,0.97452807,0.97380085,0.974,0
1577486700,69.90150257,0.97413929,0.97305771,0.9745192,0.9738118,0.97408,0
1577487000,75.20508018,0.97423662,0.97306538,0.97451427,0.97382977,0.97427,0
1577487300,78.16643857,0.97434461,0.97307639,0.974512,0.97385213,0.9744,0
1577487600,82.79096526,0.97450666,0.97305034,0.97451494,0.97388381,0.97466,1
1577487900,80.57559333,0.97462887,0.97305913,0.97451721,0.97391307,0.97463,1
1577488200,76.72606178,0.97472355,0.97308045,0.97451846,0.97393923,0.97458,1
1577488500,73.56300952,0.97479385,0.97312115,0.97451888,0.97396279,0.97454,0
1577488800,74.73477101,0.974869,0.973141,0.97452009,0.97398699,0.97458,0
1577489100,82.99972311,0.97499917,0.97316583,0.974529,0.97402554,0.97497,1
1577489400,65.65299437,0.97506502,0.97320398,0.97453219,0.9740516,0.97469,1
1577489700,60.56704729,0.97505761,0.97334539,0.97453334,0.97407271,0.97459,0
1577490000,63.13714025,0.97508052,0.97343548,0.97453604,0.97409614,0.97467,1
1577490300,62.00061764,0.97508129,0.97354671,0.9745383,0.97411786,0.97465,1
1577490600,60.76996723,0.97508741,0.97363159,0.97454011,0.97413794,0.97463,0
1577664300,49.22772317,0.97505763,0.97373337,0.97453774,0.974149,0.97442,0
1577664900,77.63930108,0.97533486,0.97376714,0.97457066,0.97424363,0.97561,1
1577665200,56.72701377,0.97535814,0.97384086,0.97457837,0.97427173,0.97496,1
1577666100,42.1663065,0.97531303,0.97394097,0.97455528,0.97426142,0.97416,0
1577666700,49.10590379,0.97532106,0.97392494,0.97454513,0.97426422,0.97444,1
1577667300,42.79010212,0.97532644,0.97386656,0.97453691,0.97425896,0.97413,1
1577667600,35.77661313,0.97537591,0.97372509,0.97452054,0.97423743,0.97371,1
1577667900,35.77661313,0.97540969,0.97360431,0.97450449,0.97421675,0.97371,1
1577668200,35.77661313,0.97543234,0.97349866,0.97448875,0.97419688,0.97371,0
1577668500,36.48247968,0.97543943,0.97340657,0.97447373,0.97417857,0.97373,0
1577668800,36.87275292,0.9753869,0.9733361,0.9744592,0.97416137,0.97374,1
1577669100,34.48875804,0.9753687,0.9732493,0.97444298,0.97414092,0.97364,0
1577669400,39.74779775,0.97534479,0.97319021,0.97442945,0.97412598,0.97376,0
1577669700,47.28560034,0.97530067,0.97316233,0.97441996,0.97411908,0.97395,1
1577670000,42.27515894,0.97525606,0.97312094,0.97440749,0.97410618,0.97379,1
1577670300,36.79274518,0.97521424,0.97305876,0.9743913,0.97408594,0.97359,1
1577670600,39.44321666,0.97518743,0.97300857,0.97437662,0.97406884,0.97365,0
